top,jungle,mid,bot,support
K'Sante,Annie,Akshan,Ezreal,Rell
K'Sante,Annie,Akshan,Ezreal,Tahm Kench
K'Sante,Annie,Akshan,Jhin,Alistar
K'Sante,Annie,Akshan,Jhin,Amumu
K'Sante,Annie,Akshan,Jhin,Blitzcrank
K'Sante,Annie,Akshan,Jhin,Braum
K'Sante,Annie,Akshan,Jhin,Leona
K'Sante,Annie,Akshan,Jhin,Maokai
K'Sante,Annie,Akshan,Jhin,Nautilus
K'Sante,Annie,Akshan,Jhin,Rell
K'Sante,Annie,Akshan,Jhin,Tahm Kench
K'Sante,Annie,Akshan,Kai'Sa,Alistar
K'Sante,Annie,Akshan,Kai'Sa,Amumu
K'Sante,Annie,Akshan,Kai'Sa,Blitzcrank
K'Sante,Annie,Akshan,Kai'Sa,Braum
K'Sante,Annie,Akshan,Kai'Sa,Leona
K'Sante,Annie,Akshan,Kai'Sa,Maokai
K'Sante,Annie,Akshan,Kai'Sa,Nautilus
K'Sante,Annie,Akshan,Kai'Sa,Rell
K'Sante,Annie,Akshan,Kai'Sa,Tahm Kench
K'Sante,Annie,Akshan,Kog'Maw,Alistar
K'Sante,Annie,Akshan,Kog'Maw,Amumu
K'Sante,Annie,Akshan,Kog'Maw,Blitzcrank
K'Sante,Annie,Akshan,Kog'Maw,Braum
K'Sante,Annie,Akshan,Kog'Maw,Leona
K'Sante,Annie,Akshan,Kog'Maw,Maokai
K'Sante,Annie,Akshan,Kog'Maw,Nautilus
K'Sante,Annie,Akshan,Kog'Maw,Rell
K'Sante,Annie,Akshan,Kog'Maw,Tahm Kench
K'Sante,Annie,Akshan,Miss Fortune,Alistar
K'Sante,Annie,Akshan,Miss Fortune,Amumu
K'Sante,Annie,Akshan,Miss Fortune,Blitzcrank
K'Sante,Annie,Akshan,Miss Fortune,Braum
K'Sante,Annie,Akshan,Miss Fortune,Leona
K'Sante,Annie,Akshan,Miss Fortune,Maokai
K'Sante,Annie,Akshan,Miss Fortune,Nautilus
K'Sante,Annie,Akshan,Miss Fortune,Rell
K'Sante,Annie,Akshan,Miss Fortune,Tahm Kench
K'Sante,Annie,Akshan,Smolder,Alistar
K'Sante,Annie,Akshan,Smolder,Amumu
K'Sante,Annie,Akshan,Smolder,Blitzcrank
K'Sante,Annie,Akshan,Smolder,Braum
K'Sante,Annie,Akshan,Smolder,Leona
K'Sante,Annie,Akshan,Smolder,Maokai
K'Sante,Annie,Akshan,Smolder,Nautilus
K'Sante,Annie,Akshan,Smolder,Rell
K'Sante,Annie,Akshan,Smolder,Tahm Kench
K'Sante,Annie,Akshan,Teemo,Alistar
K'Sante,Annie,Akshan,Teemo,Amumu
K'Sante,Annie,Akshan,Teemo,Blitzcrank
K'Sante,Annie,Akshan,Teemo,Braum
K'Sante,Annie,Akshan,Teemo,Leona
K'Sante,Annie,Akshan,Teemo,Maokai
K'Sante,Annie,Akshan,Teemo,Nautilus
K'Sante,Annie,Akshan,Teemo,Rell
K'Sante,Annie,Akshan,Teemo,Tahm Kench
K'Sante,Annie,Akshan,Varus,Alistar
K'Sante,Annie,Akshan,Varus,Amumu
K'Sante,Annie,Akshan,Varus,Blitzcrank
K'Sante,Annie,Akshan,Varus,Braum
K'Sante,Annie,Akshan,Varus,Leona
K'Sante,Annie,Akshan,Varus,Maokai
K'Sante,Annie,Akshan,Varus,Nautilus
K'Sante,Annie,Akshan,Varus,Rell
K'Sante,Annie,Akshan,Varus,Tahm Kench
K'Sante,Annie,Lucian,Corki,Alistar
K'Sante,Annie,Lucian,Corki,Amumu
K'Sante,Annie,Lucian,Corki,Blitzcrank
K'Sante,Annie,Lucian,Corki,Braum
K'Sante,Annie,Lucian,Corki,Leona
K'Sante,Annie,Lucian,Corki,Maokai
K'Sante,Annie,Lucian,Corki,Nautilus
K'Sante,Annie,Lucian,Corki,Rell
K'Sante,Annie,Lucian,Corki,Tahm Kench
K'Sante,Annie,Lucian,Ezreal,Alistar
K'Sante,Annie,Lucian,Ezreal,Amumu
K'Sante,Annie,Lucian,Ezreal,Blitzcrank
K'Sante,Annie,Lucian,Ezreal,Braum
K'Sante,Annie,Lucian,Ezreal,Leona
K'Sante,Annie,Lucian,Ezreal,Maokai
K'Sante,Annie,Lucian,Ezreal,Nautilus
K'Sante,Annie,Lucian,Ezreal,Rell
K'Sante,Annie,Lucian,Ezreal,Tahm Kench
K'Sante,Annie,Lucian,Jhin,Alistar
K'Sante,Annie,Lucian,Jhin,Amumu
K'Sante,Annie,Lucian,Jhin,Blitzcrank
K'Sante,Annie,Lucian,Jhin,Braum
K'Sante,Annie,Lucian,Jhin,Leona
K'Sante,Annie,Lucian,Jhin,Maokai
K'Sante,Annie,Lucian,Jhin,Nautilus
K'Sante,Annie,Lucian,Jhin,Rell
K'Sante,Annie,Lucian,Jhin,Tahm Kench
K'Sante,Annie,Lucian,Kai'Sa,Alistar
K'Sante,Annie,Lucian,Kai'Sa,Amumu
K'Sante,Annie,Lucian,Kai'Sa,Blitzcrank
K'Sante,Annie,Lucian,Kai'Sa,Braum
K'Sante,Annie,Lucian,Kai'Sa,Leona
K'Sante,Annie,Lucian,Kai'Sa,Maokai
K'Sante,Annie,Lucian,Kai'Sa,Nautilus
K'Sante,Annie,Lucian,Kai'Sa,Rell
K'Sante,Annie,Lucian,Kai'Sa,Tahm Kench
K'Sante,Annie,Lucian,Kog'Maw,Alistar
K'Sante,Annie,Lucian,Kog'Maw,Amumu
K'Sante,Annie,Lucian,Kog'Maw,Blitzcrank
K'Sante,Annie,Lucian,Kog'Maw,Braum
K'Sante,Annie,Lucian,Kog'Maw,Leona
K'Sante,Annie,Lucian,Kog'Maw,Maokai
K'Sante,Annie,Lucian,Kog'Maw,Nautilus
K'Sante,Annie,Lucian,Kog'Maw,Rell
K'Sante,Annie,Lucian,Kog'Maw,Tahm Kench
K'Sante,Annie,Lucian,Miss Fortune,Alistar
K'Sante,Annie,Lucian,Miss Fortune,Amumu
K'Sante,Annie,Lucian,Miss Fortune,Blitzcrank
K'Sante,Annie,Lucian,Miss Fortune,Braum
K'Sante,Annie,Lucian,Miss Fortune,Leona
K'Sante,Annie,Lucian,Miss Fortune,Maokai
K'Sante,Annie,Lucian,Miss Fortune,Nautilus
K'Sante,Annie,Lucian,Miss Fortune,Rell
K'Sante,Annie,Lucian,Miss Fortune,Tahm Kench
K'Sante,Annie,Lucian,Smolder,Alistar
K'Sante,Annie,Lucian,Smolder,Amumu
K'Sante,Annie,Lucian,Smolder,Blitzcrank
K'Sante,Annie,Lucian,Smolder,Braum
K'Sante,Annie,Lucian,Smolder,Leona
K'Sante,Annie,Lucian,Smolder,Maokai
K'Sante,Annie,Lucian,Smolder,Nautilus
K'Sante,Annie,Lucian,Smolder,Rell
K'Sante,Annie,Lucian,Smolder,Tahm Kench
K'Sante,Annie,Lucian,Teemo,Alistar
K'Sante,Annie,Lucian,Teemo,Amumu
K'Sante,Annie,Lucian,Teemo,Blitzcrank
K'Sante,Annie,Lucian,Teemo,Braum
K'Sante,Annie,Lucian,Teemo,Leona
K'Sante,Annie,Lucian,Teemo,Maokai
K'Sante,Annie,Lucian,Teemo,Nautilus
K'Sante,Annie,Lucian,Teemo,Rell
K'Sante,Annie,Lucian,Teemo,Tahm Kench
K'Sante,Annie,Lucian,Varus,Alistar
K'Sante,Annie,Lucian,Varus,Amumu
K'Sante,Annie,Lucian,Varus,Blitzcrank
K'Sante,Annie,Lucian,Varus,Braum
K'Sante,Annie,Lucian,Varus,Leona
K'Sante,Annie,Lucian,Varus,Maokai
K'Sante,Annie,Lucian,Varus,Nautilus
K'Sante,Annie,Lucian,Varus,Rell
K'Sante,Annie,Lucian,Varus,Tahm Kench
K'Sante,Annie,Quinn,Corki,Alistar
K'Sante,Annie,Quinn,Corki,Amumu
K'Sante,Annie,Quinn,Corki,Blitzcrank
K'Sante,Annie,Quinn,Corki,Braum
K'Sante,Annie,Quinn,Corki,Leona
K'Sante,Annie,Quinn,Corki,Maokai
K'Sante,Annie,Quinn,Corki,Nautilus
K'Sante,Annie,Quinn,Corki,Rell
K'Sante,Annie,Quinn,Corki,Tahm Kench
K'Sante,Annie,Quinn,Ezreal,Alistar
K'Sante,Annie,Quinn,Ezreal,Amumu
K'Sante,Annie,Quinn,Ezreal,Blitzcrank
K'Sante,Annie,Quinn,Ezreal,Braum
K'Sante,Annie,Quinn,Ezreal,Leona
K'Sante,Annie,Quinn,Ezreal,Maokai
K'Sante,Annie,Quinn,Ezreal,Nautilus
K'Sante,Annie,Quinn,Ezreal,Rell
K'Sante,Annie,Quinn,Ezreal,Tahm Kench
K'Sante,Annie,Quinn,Jhin,Alistar
K'Sante,Annie,Quinn,Jhin,Amumu
K'Sante,Annie,Quinn,Jhin,Blitzcrank
K'Sante,Annie,Quinn,Jhin,Braum
K'Sante,Annie,Quinn,Jhin,Leona
K'Sante,Annie,Quinn,Jhin,Maokai
K'Sante,Annie,Quinn,Jhin,Nautilus
K'Sante,Annie,Quinn,Jhin,Rell
K'Sante,Annie,Quinn,Jhin,Tahm Kench
K'Sante,Annie,Quinn,Kai'Sa,Alistar
K'Sante,Annie,Quinn,Kai'Sa,Amumu
K'Sante,Annie,Quinn,Kai'Sa,Blitzcrank
K'Sante,Annie,Quinn,Kai'Sa,Braum
K'Sante,Annie,Quinn,Kai'Sa,Leona
K'Sante,Annie,Quinn,Kai'Sa,Maokai
K'Sante,Annie,Quinn,Kai'Sa,Nautilus
K'Sante,Annie,Quinn,Kai'Sa,Rell
K'Sante,Annie,Quinn,Kai'Sa,Tahm Kench
K'Sante,Annie,Quinn,Kog'Maw,Alistar
K'Sante,Annie,Quinn,Kog'Maw,Amumu
K'Sante,Annie,Quinn,Kog'Maw,Blitzcrank
K'Sante,Annie,Quinn,Kog'Maw,Braum
K'Sante,Annie,Quinn,Kog'Maw,Leona
K'Sante,Annie,Quinn,Kog'Maw,Maokai
K'Sante,Annie,Quinn,Kog'Maw,Nautilus
K'Sante,Annie,Quinn,Kog'Maw,Rell
K'Sante,Annie,Quinn,Kog'Maw,Tahm Kench
K'Sante,Annie,Quinn,Miss Fortune,Alistar
K'Sante,Annie,Quinn,Miss Fortune,Amumu
K'Sante,Annie,Quinn,Miss Fortune,Blitzcrank
K'Sante,Annie,Quinn,Miss Fortune,Braum
K'Sante,Annie,Quinn,Miss Fortune,Leona
K'Sante,Annie,Quinn,Miss Fortune,Maokai
K'Sante,Annie,Quinn,Miss Fortune,Nautilus
K'Sante,Annie,Quinn,Miss Fortune,Rell
K'Sante,Annie,Quinn,Miss Fortune,Tahm Kench
K'Sante,Annie,Quinn,Smolder,Alistar
K'Sante,Annie,Quinn,Smolder,Amumu
K'Sante,Annie,Quinn,Smolder,Blitzcrank
K'Sante,Annie,Quinn,Smolder,Braum
K'Sante,Annie,Quinn,Smolder,Leona
K'Sante,Annie,Quinn,Smolder,Maokai
K'Sante,Annie,Quinn,Smolder,Nautilus
K'Sante,Annie,Quinn,Smolder,Rell
K'Sante,Annie,Quinn,Smolder,Tahm Kench
K'Sante,Annie,Quinn,Teemo,Alistar
K'Sante,Annie,Quinn,Teemo,Amumu
K'Sante,Annie,Quinn,Teemo,Blitzcrank
K'Sante,Annie,Quinn,Teemo,Braum
K'Sante,Annie,Quinn,Teemo,Leona
K'Sante,Annie,Quinn,Teemo,Maokai
K'Sante,Annie,Quinn,Teemo,Nautilus
K'Sante,Annie,Quinn,Teemo,Rell
K'Sante,Annie,Quinn,Teemo,Tahm Kench
K'Sante,Annie,Quinn,Varus,Alistar
K'Sante,Annie,Quinn,Varus,Amumu
K'Sante,Annie,Quinn,Varus,Blitzcrank
K'Sante,Annie,Quinn,Varus,Braum
K'Sante,Annie,Quinn,Varus,Leona
K'Sante,Annie,Quinn,Varus,Maokai
K'Sante,Annie,Quinn,Varus,Nautilus
K'Sante,Annie,Quinn,Varus,Rell
K'Sante,Annie,Quinn,Varus,Tahm Kench
K'Sante,Annie,Samira,Corki,Alistar
K'Sante,Annie,Samira,Corki,Amumu
K'Sante,Annie,Samira,Corki,Blitzcrank
K'Sante,Annie,Samira,Corki,Braum
K'Sante,Annie,Samira,Corki,Leona
K'Sante,Annie,Samira,Corki,Maokai
K'Sante,Annie,Samira,Corki,Nautilus
K'Sante,Annie,Samira,Corki,Rell
K'Sante,Annie,Samira,Corki,Tahm Kench
K'Sante,Annie,Samira,Ezreal,Alistar
K'Sante,Annie,Samira,Ezreal,Amumu
K'Sante,Annie,Samira,Ezreal,Blitzcrank
K'Sante,Annie,Samira,Ezreal,Braum
K'Sante,Annie,Samira,Ezreal,Leona
K'Sante,Annie,Samira,Ezreal,Maokai
K'Sante,Annie,Samira,Ezreal,Nautilus
K'Sante,Annie,Samira,Ezreal,Rell
K'Sante,Annie,Samira,Ezreal,Tahm Kench
K'Sante,Annie,Samira,Jhin,Alistar
K'Sante,Annie,Samira,Jhin,Amumu
K'Sante,Annie,Samira,Jhin,Blitzcrank
K'Sante,Annie,Samira,Jhin,Braum
K'Sante,Annie,Samira,Jhin,Leona
K'Sante,Annie,Samira,Jhin,Maokai
K'Sante,Annie,Samira,Jhin,Nautilus
K'Sante,Annie,Samira,Jhin,Rell
K'Sante,Annie,Samira,Jhin,Tahm Kench
K'Sante,Annie,Samira,Kai'Sa,Alistar
K'Sante,Annie,Samira,Kai'Sa,Amumu
K'Sante,Annie,Samira,Kai'Sa,Blitzcrank
K'Sante,Annie,Samira,Kai'Sa,Braum
K'Sante,Annie,Samira,Kai'Sa,Leona
K'Sante,Annie,Samira,Kai'Sa,Maokai
K'Sante,Annie,Samira,Kai'Sa,Nautilus
K'Sante,Annie,Samira,Kai'Sa,Rell
K'Sante,Annie,Samira,Kai'Sa,Tahm Kench
K'Sante,Annie,Samira,Kog'Maw,Alistar
K'Sante,Annie,Samira,Kog'Maw,Amumu
K'Sante,Annie,Samira,Kog'Maw,Blitzcrank
K'Sante,Annie,Samira,Kog'Maw,Braum
K'Sante,Annie,Samira,Kog'Maw,Leona
K'Sante,Annie,Samira,Kog'Maw,Maokai
K'Sante,Annie,Samira,Kog'Maw,Nautilus
K'Sante,Annie,Samira,Kog'Maw,Rell
K'Sante,Annie,Samira,Kog'Maw,Tahm Kench
K'Sante,Annie,Samira,Miss Fortune,Alistar
K'Sante,Annie,Samira,Miss Fortune,Amumu
K'Sante,Annie,Samira,Miss Fortune,Blitzcrank
K'Sante,Annie,Samira,Miss Fortune,Braum
K'Sante,Annie,Samira,Miss Fortune,Leona
K'Sante,Annie,Samira,Miss Fortune,Maokai
K'Sante,Annie,Samira,Miss Fortune,Nautilus
K'Sante,Annie,Samira,Miss Fortune,Rell
K'Sante,Annie,Samira,Miss Fortune,Tahm Kench
K'Sante,Annie,Samira,Smolder,Alistar
K'Sante,Annie,Samira,Smolder,Amumu
K'Sante,Annie,Samira,Smolder,Blitzcrank
K'Sante,Annie,Samira,Smolder,Braum
K'Sante,Annie,Samira,Smolder,Leona
K'Sante,Annie,Samira,Smolder,Maokai
K'Sante,Annie,Samira,Smolder,Nautilus
K'Sante,Annie,Samira,Smolder,Rell
K'Sante,Annie,Samira,Smolder,Tahm Kench
K'Sante,Annie,Samira,Teemo,Alistar
K'Sante,Annie,Samira,Teemo,Amumu
K'Sante,Annie,Samira,Teemo,Blitzcrank
K'Sante,Annie,Samira,Teemo,Braum
K'Sante,Annie,Samira,Teemo,Leona
K'Sante,Annie,Samira,Teemo,Maokai
K'Sante,Annie,Samira,Teemo,Nautilus
K'Sante,Annie,Samira,Teemo,Rell
K'Sante,Annie,Samira,Teemo,Tahm Kench
K'Sante,Annie,Samira,Varus,Alistar
K'Sante,Annie,Samira,Varus,Amumu
K'Sante,Annie,Samira,Varus,Blitzcrank
K'Sante,Annie,Samira,Varus,Braum
K'Sante,Annie,Samira,Varus,Leona
K'Sante,Annie,Samira,Varus,Maokai
K'Sante,Annie,Samira,Varus,Nautilus
K'Sante,Annie,Samira,Varus,Rell
K'Sante,Annie,Samira,Varus,Tahm Kench
K'Sante,Annie,Tristana,Corki,Alistar
K'Sante,Annie,Tristana,Corki,Amumu
K'Sante,Annie,Tristana,Corki,Blitzcrank
K'Sante,Annie,Tristana,Corki,Braum
K'Sante,Annie,Tristana,Corki,Leona
K'Sante,Annie,Tristana,Corki,Maokai
K'Sante,Annie,Tristana,Corki,Nautilus
K'Sante,Annie,Tristana,Corki,Rell
K'Sante,Annie,Tristana,Corki,Tahm Kench
K'Sante,Annie,Tristana,Ezreal,Alistar
K'Sante,Annie,Tristana,Ezreal,Amumu
K'Sante,Annie,Tristana,Ezreal,Blitzcrank
K'Sante,Annie,Tristana,Ezreal,Braum
K'Sante,Annie,Tristana,Ezreal,Leona
K'Sante,Annie,Tristana,Ezreal,Maokai
K'Sante,Annie,Tristana,Ezreal,Nautilus
K'Sante,Annie,Tristana,Ezreal,Rell
K'Sante,Annie,Tristana,Ezreal,Tahm Kench
K'Sante,Annie,Tristana,Jhin,Alistar
K'Sante,Annie,Tristana,Jhin,Amumu
K'Sante,Annie,Tristana,Jhin,Blitzcrank
K'Sante,Annie,Tristana,Jhin,Braum
K'Sante,Annie,Tristana,Jhin,Leona
K'Sante,Annie,Tristana,Jhin,Maokai
K'Sante,Annie,Tristana,Jhin,Nautilus
K'Sante,Annie,Tristana,Jhin,Rell
K'Sante,Annie,Tristana,Jhin,Tahm Kench
K'Sante,Annie,Tristana,Kai'Sa,Alistar
K'Sante,Annie,Tristana,Kai'Sa,Amumu
K'Sante,Annie,Tristana,Kai'Sa,Blitzcrank
K'Sante,Annie,Tristana,Kai'Sa,Braum
K'Sante,Annie,Tristana,Kai'Sa,Leona
K'Sante,Annie,Tristana,Kai'Sa,Maokai
K'Sante,Annie,Tristana,Kai'Sa,Nautilus
K'Sante,Annie,Tristana,Kai'Sa,Rell
K'Sante,Annie,Tristana,Kai'Sa,Tahm Kench
K'Sante,Annie,Tristana,Kog'Maw,Alistar
K'Sante,Annie,Tristana,Kog'Maw,Amumu
K'Sante,Annie,Tristana,Kog'Maw,Blitzcrank
K'Sante,Annie,Tristana,Kog'Maw,Braum
K'Sante,Annie,Tristana,Kog'Maw,Leona
K'Sante,Annie,Tristana,Kog'Maw,Maokai
K'Sante,Annie,Tristana,Kog'Maw,Nautilus
K'Sante,Annie,Tristana,Kog'Maw,Rell
K'Sante,Annie,Tristana,Kog'Maw,Tahm Kench
K'Sante,Annie,Tristana,Miss Fortune,Alistar
K'Sante,Annie,Tristana,Miss Fortune,Amumu
K'Sante,Annie,Tristana,Miss Fortune,Blitzcrank
K'Sante,Annie,Tristana,Miss Fortune,Braum
K'Sante,Annie,Tristana,Miss Fortune,Leona
K'Sante,Annie,Tristana,Miss Fortune,Maokai
K'Sante,Annie,Tristana,Miss Fortune,Nautilus
K'Sante,Annie,Tristana,Miss Fortune,Rell
K'Sante,Annie,Tristana,Miss Fortune,Tahm Kench
K'Sante,Annie,Tristana,Smolder,Alistar
K'Sante,Annie,Tristana,Smolder,Amumu
K'Sante,Annie,Tristana,Smolder,Blitzcrank
K'Sante,Annie,Tristana,Smolder,Braum
K'Sante,Annie,Tristana,Smolder,Leona
K'Sante,Annie,Tristana,Smolder,Maokai
K'Sante,Annie,Tristana,Smolder,Nautilus
K'Sante,Annie,Tristana,Smolder,Rell
K'Sante,Annie,Tristana,Smolder,Tahm Kench
K'Sante,Annie,Tristana,Teemo,Alistar
K'Sante,Annie,Tristana,Teemo,Amumu
K'Sante,Annie,Tristana,Teemo,Blitzcrank
K'Sante,Annie,Tristana,Teemo,Braum
K'Sante,Annie,Tristana,Teemo,Leona
K'Sante,Annie,Tristana,Teemo,Maokai
K'Sante,Annie,Tristana,Teemo,Nautilus
K'Sante,Annie,Tristana,Teemo,Rell
K'Sante,Annie,Tristana,Teemo,Tahm Kench
K'Sante,Annie,Tristana,Varus,Alistar
K'Sante,Annie,Tristana,Varus,Amumu
K'Sante,Annie,Tristana,Varus,Blitzcrank
K'Sante,Annie,Tristana,Varus,Braum
K'Sante,Annie,Tristana,Varus,Leona
K'Sante,Annie,Tristana,Varus,Maokai
K'Sante,Annie,Tristana,Varus,Nautilus
K'Sante,Annie,Tristana,Varus,Rell
K'Sante,Annie,Tristana,Varus,Tahm Kench
K'Sante,Annie,Twitch,Corki,Alistar
K'Sante,Annie,Twitch,Corki,Amumu
K'Sante,Annie,Twitch,Corki,Blitzcrank
K'Sante,Annie,Twitch,Corki,Braum
K'Sante,Annie,Twitch,Corki,Leona
K'Sante,Annie,Twitch,Corki,Maokai
K'Sante,Annie,Twitch,Corki,Nautilus
K'Sante,Annie,Twitch,Corki,Rell
K'Sante,Annie,Twitch,Corki,Tahm Kench
K'Sante,Annie,Twitch,Ezreal,Alistar
K'Sante,Annie,Twitch,Ezreal,Amumu
K'Sante,Annie,Twitch,Ezreal,Blitzcrank
K'Sante,Annie,Twitch,Ezreal,Braum
K'Sante,Annie,Twitch,Ezreal,Leona
K'Sante,Annie,Twitch,Ezreal,Maokai
K'Sante,Annie,Twitch,Ezreal,Nautilus
K'Sante,Annie,Twitch,Ezreal,Rell
K'Sante,Annie,Twitch,Ezreal,Tahm Kench
K'Sante,Annie,Twitch,Jhin,Alistar
K'Sante,Annie,Twitch,Jhin,Amumu
K'Sante,Annie,Twitch,Jhin,Blitzcrank
K'Sante,Annie,Twitch,Jhin,Braum
K'Sante,Annie,Twitch,Jhin,Leona
K'Sante,Annie,Twitch,Jhin,Maokai
K'Sante,Annie,Twitch,Jhin,Nautilus
K'Sante,Annie,Twitch,Jhin,Rell
K'Sante,Annie,Twitch,Jhin,Tahm Kench
K'Sante,Annie,Twitch,Kai'Sa,Alistar
K'Sante,Annie,Twitch,Kai'Sa,Amumu
K'Sante,Annie,Twitch,Kai'Sa,Blitzcrank
K'Sante,Annie,Twitch,Kai'Sa,Braum
K'Sante,Annie,Twitch,Kai'Sa,Leona
K'Sante,Annie,Twitch,Kai'Sa,Maokai
K'Sante,Annie,Twitch,Kai'Sa,Nautilus
K'Sante,Annie,Twitch,Kai'Sa,Rell
K'Sante,Annie,Twitch,Kai'Sa,Tahm Kench
K'Sante,Annie,Twitch,Kog'Maw,Alistar
K'Sante,Annie,Twitch,Kog'Maw,Amumu
K'Sante,Annie,Twitch,Kog'Maw,Blitzcrank
K'Sante,Annie,Twitch,Kog'Maw,Braum
K'Sante,Annie,Twitch,Kog'Maw,Leona
K'Sante,Annie,Twitch,Kog'Maw,Maokai
K'Sante,Annie,Twitch,Kog'Maw,Nautilus
K'Sante,Annie,Twitch,Kog'Maw,Rell
K'Sante,Annie,Twitch,Kog'Maw,Tahm Kench
K'Sante,Annie,Twitch,Miss Fortune,Alistar
K'Sante,Annie,Twitch,Miss Fortune,Amumu
K'Sante,Annie,Twitch,Miss Fortune,Blitzcrank
K'Sante,Annie,Twitch,Miss Fortune,Braum
K'Sante,Annie,Twitch,Miss Fortune,Leona
K'Sante,Annie,Twitch,Miss Fortune,Maokai
K'Sante,Annie,Twitch,Miss Fortune,Nautilus
K'Sante,Annie,Twitch,Miss Fortune,Rell
K'Sante,Annie,Twitch,Miss Fortune,Tahm Kench
K'Sante,Annie,Twitch,Smolder,Alistar
K'Sante,Annie,Twitch,Smolder,Amumu
K'Sante,Annie,Twitch,Smolder,Blitzcrank
K'Sante,Annie,Twitch,Smolder,Braum
K'Sante,Annie,Twitch,Smolder,Leona
K'Sante,Annie,Twitch,Smolder,Maokai
K'Sante,Annie,Twitch,Smolder,Nautilus
K'Sante,Annie,Twitch,Smolder,Rell
K'Sante,Annie,Twitch,Smolder,Tahm Kench
K'Sante,Annie,Twitch,Teemo,Alistar
K'Sante,Annie,Twitch,Teemo,Amumu
K'Sante,Annie,Twitch,Teemo,Blitzcrank
K'Sante,Annie,Twitch,Teemo,Braum
K'Sante,Annie,Twitch,Teemo,Leona
K'Sante,Annie,Twitch,Teemo,Maokai
K'Sante,Annie,Twitch,Teemo,Nautilus
K'Sante,Annie,Twitch,Teemo,Rell
K'Sante,Annie,Twitch,Teemo,Tahm Kench
K'Sante,Annie,Twitch,Varus,Alistar
K'Sante,Annie,Twitch,Varus,Amumu
K'Sante,Annie,Twitch,Varus,Blitzcrank
K'Sante,Annie,Twitch,Varus,Braum
K'Sante,Annie,Twitch,Varus,Leona
K'Sante,Annie,Twitch,Varus,Maokai
K'Sante,Annie,Twitch,Varus,Nautilus
K'Sante,Annie,Twitch,Varus,Rell
K'Sante,Annie,Twitch,Varus,Tahm Kench
K'Sante,Annie,Vayne,Corki,Alistar
K'Sante,Annie,Vayne,Corki,Amumu
K'Sante,Annie,Vayne,Corki,Blitzcrank
K'Sante,Annie,Vayne,Corki,Braum
K'Sante,Annie,Vayne,Corki,Leona
K'Sante,Annie,Vayne,Corki,Maokai
K'Sante,Annie,Vayne,Corki,Nautilus
K'Sante,Annie,Vayne,Corki,Rell
K'Sante,Annie,Vayne,Corki,Tahm Kench
K'Sante,Annie,Vayne,Ezreal,Alistar
K'Sante,Annie,Vayne,Ezreal,Amumu
K'Sante,Annie,Vayne,Ezreal,Blitzcrank
K'Sante,Annie,Vayne,Ezreal,Braum
K'Sante,Annie,Vayne,Ezreal,Leona
K'Sante,Annie,Vayne,Ezreal,Maokai
K'Sante,Annie,Vayne,Ezreal,Nautilus
K'Sante,Annie,Vayne,Ezreal,Rell
K'Sante,Annie,Vayne,Ezreal,Tahm Kench
K'Sante,Annie,Vayne,Jhin,Alistar
K'Sante,Annie,Vayne,Jhin,Amumu
K'Sante,Annie,Vayne,Jhin,Blitzcrank
K'Sante,Annie,Vayne,Jhin,Braum
K'Sante,Annie,Vayne,Jhin,Leona
K'Sante,Annie,Vayne,Jhin,Maokai
K'Sante,Annie,Vayne,Jhin,Nautilus
K'Sante,Annie,Vayne,Jhin,Rell
K'Sante,Annie,Vayne,Jhin,Tahm Kench
K'Sante,Annie,Vayne,Kai'Sa,Alistar
K'Sante,Annie,Vayne,Kai'Sa,Amumu
K'Sante,Annie,Vayne,Kai'Sa,Blitzcrank
K'Sante,Annie,Vayne,Kai'Sa,Braum
K'Sante,Annie,Vayne,Kai'Sa,Leona
K'Sante,Annie,Vayne,Kai'Sa,Maokai
K'Sante,Annie,Vayne,Kai'Sa,Nautilus
K'Sante,Annie,Vayne,Kai'Sa,Rell
K'Sante,Annie,Vayne,Kai'Sa,Tahm Kench
K'Sante,Annie,Vayne,Kog'Maw,Alistar
K'Sante,Annie,Vayne,Kog'Maw,Amumu
K'Sante,Annie,Vayne,Kog'Maw,Blitzcrank
K'Sante,Annie,Vayne,Kog'Maw,Braum
K'Sante,Annie,Vayne,Kog'Maw,Leona
K'Sante,Annie,Vayne,Kog'Maw,Maokai
K'Sante,Annie,Vayne,Kog'Maw,Nautilus
K'Sante,Annie,Vayne,Kog'Maw,Rell
K'Sante,Annie,Vayne,Kog'Maw,Tahm Kench
K'Sante,Annie,Vayne,Miss Fortune,Alistar
K'Sante,Annie,Vayne,Miss Fortune,Amumu
K'Sante,Annie,Vayne,Miss Fortune,Blitzcrank
K'Sante,Annie,Vayne,Miss Fortune,Braum
K'Sante,Annie,Vayne,Miss Fortune,Leona
K'Sante,Annie,Vayne,Miss Fortune,Maokai
K'Sante,Annie,Vayne,Miss Fortune,Nautilus
K'Sante,Annie,Vayne,Miss Fortune,Rell
K'Sante,Annie,Vayne,Miss Fortune,Tahm Kench
K'Sante,Annie,Vayne,Smolder,Alistar
K'Sante,Annie,Vayne,Smolder,Amumu
K'Sante,Annie,Vayne,Smolder,Blitzcrank
K'Sante,Annie,Vayne,Smolder,Braum
K'Sante,Annie,Vayne,Smolder,Leona
K'Sante,Annie,Vayne,Smolder,Maokai
K'Sante,Annie,Vayne,Smolder,Nautilus
K'Sante,Annie,Vayne,Smolder,Rell
