top,jungle,mid,bot,support
Lillia,Nilah,Orianna,Corki,Maokai
Lillia,Nilah,Orianna,Corki,Nautilus
Lillia,Nilah,Orianna,Corki,Rell
Lillia,Nilah,Orianna,Corki,Tahm Kench
Lillia,Nilah,Orianna,Ezreal,Alistar
Lillia,Nilah,Orianna,Ezreal,Amumu
Lillia,Nilah,Orianna,Ezreal,Blitzcrank
Lillia,Nilah,Orianna,Ezreal,Braum
Lillia,Nilah,Orianna,Ezreal,Leona
Lillia,Nilah,Orianna,Ezreal,Maokai
Lillia,Nilah,Orianna,Ezreal,Nautilus
Lillia,Nilah,Orianna,Ezreal,Rell
Lillia,Nilah,Orianna,Ezreal,Tahm Kench
Lillia,Nilah,Orianna,Jhin,Alistar
Lillia,Nilah,Orianna,Jhin,Amumu
Lillia,Nilah,Orianna,Jhin,Blitzcrank
Lillia,Nilah,Orianna,Jhin,Braum
Lillia,Nilah,Orianna,Jhin,Leona
Lillia,Nilah,Orianna,Jhin,Maokai
Lillia,Nilah,Orianna,Jhin,Nautilus
Lillia,Nilah,Orianna,Jhin,Rell
Lillia,Nilah,Orianna,Jhin,Tahm Kench
Lillia,Nilah,Orianna,Kai'Sa,Alistar
Lillia,Nilah,Orianna,Kai'Sa,Amumu
Lillia,Nilah,Orianna,Kai'Sa,Blitzcrank
Lillia,Nilah,Orianna,Kai'Sa,Braum
Lillia,Nilah,Orianna,Kai'Sa,Leona
Lillia,Nilah,Orianna,Kai'Sa,Maokai
Lillia,Nilah,Orianna,Kai'Sa,Nautilus
Lillia,Nilah,Orianna,Kai'Sa,Rell
Lillia,Nilah,Orianna,Kai'Sa,Tahm Kench
Lillia,Nilah,Orianna,Kog'Maw,Alistar
Lillia,Nilah,Orianna,Kog'Maw,Amumu
Lillia,Nilah,Orianna,Kog'Maw,Blitzcrank
Lillia,Nilah,Orianna,Kog'Maw,Braum
Lillia,Nilah,Orianna,Kog'Maw,Leona
Lillia,Nilah,Orianna,Kog'Maw,Maokai
Lillia,Nilah,Orianna,Kog'Maw,Nautilus
Lillia,Nilah,Orianna,Kog'Maw,Rell
Lillia,Nilah,Orianna,Kog'Maw,Tahm Kench
Lillia,Nilah,Orianna,Miss Fortune,Alistar
Lillia,Nilah,Orianna,Miss Fortune,Amumu
Lillia,Nilah,Orianna,Miss Fortune,Blitzcrank
Lillia,Nilah,Orianna,Miss Fortune,Braum
Lillia,Nilah,Orianna,Miss Fortune,Leona
Lillia,Nilah,Orianna,Miss Fortune,Maokai
Lillia,Nilah,Orianna,Miss Fortune,Nautilus
Lillia,Nilah,Orianna,Miss Fortune,Rell
Lillia,Nilah,Orianna,Miss Fortune,Tahm Kench
Lillia,Nilah,Orianna,Smolder,Alistar
Lillia,Nilah,Orianna,Smolder,Amumu
Lillia,Nilah,Orianna,Smolder,Blitzcrank
Lillia,Nilah,Orianna,Smolder,Braum
Lillia,Nilah,Orianna,Smolder,Leona
Lillia,Nilah,Orianna,Smolder,Maokai
Lillia,Nilah,Orianna,Smolder,Nautilus
Lillia,Nilah,Orianna,Smolder,Rell
Lillia,Nilah,Orianna,Smolder,Tahm Kench
Lillia,Nilah,Orianna,Teemo,Alistar
Lillia,Nilah,Orianna,Teemo,Amumu
Lillia,Nilah,Orianna,Teemo,Blitzcrank
Lillia,Nilah,Orianna,Teemo,Braum
Lillia,Nilah,Orianna,Teemo,Leona
Lillia,Nilah,Orianna,Teemo,Maokai
Lillia,Nilah,Orianna,Teemo,Nautilus
Lillia,Nilah,Orianna,Teemo,Rell
Lillia,Nilah,Orianna,Teemo,Tahm Kench
Lillia,Nilah,Orianna,Varus,Alistar
Lillia,Nilah,Orianna,Varus,Amumu
Lillia,Nilah,Orianna,Varus,Blitzcrank
Lillia,Nilah,Orianna,Varus,Braum
Lillia,Nilah,Orianna,Varus,Leona
Lillia,Nilah,Orianna,Varus,Maokai
Lillia,Nilah,Orianna,Varus,Nautilus
Lillia,Nilah,Orianna,Varus,Rell
Lillia,Nilah,Orianna,Varus,Tahm Kench
Lillia,Nilah,Swain,Corki,Alistar
Lillia,Nilah,Swain,Corki,Amumu
Lillia,Nilah,Swain,Corki,Blitzcrank
Lillia,Nilah,Swain,Corki,Braum
Lillia,Nilah,Swain,Corki,Leona
Lillia,Nilah,Swain,Corki,Maokai
Lillia,Nilah,Swain,Corki,Nautilus
Lillia,Nilah,Swain,Corki,Rell
Lillia,Nilah,Swain,Corki,Tahm Kench
Lillia,Nilah,Swain,Ezreal,Alistar
Lillia,Nilah,Swain,Ezreal,Amumu
Lillia,Nilah,Swain,Ezreal,Blitzcrank
Lillia,Nilah,Swain,Ezreal,Braum
Lillia,Nilah,Swain,Ezreal,Leona
Lillia,Nilah,Swain,Ezreal,Maokai
Lillia,Nilah,Swain,Ezreal,Nautilus
Lillia,Nilah,Swain,Ezreal,Rell
Lillia,Nilah,Swain,Ezreal,Tahm Kench
Lillia,Nilah,Swain,Jhin,Alistar
Lillia,Nilah,Swain,Jhin,Amumu
Lillia,Nilah,Swain,Jhin,Blitzcrank
Lillia,Nilah,Swain,Jhin,Braum
Lillia,Nilah,Swain,Jhin,Leona
Lillia,Nilah,Swain,Jhin,Maokai
Lillia,Nilah,Swain,Jhin,Nautilus
Lillia,Nilah,Swain,Jhin,Rell
Lillia,Nilah,Swain,Jhin,Tahm Kench
Lillia,Nilah,Swain,Kai'Sa,Alistar
Lillia,Nilah,Swain,Kai'Sa,Amumu
Lillia,Nilah,Swain,Kai'Sa,Blitzcrank
Lillia,Nilah,Swain,Kai'Sa,Braum
Lillia,Nilah,Swain,Kai'Sa,Leona
Lillia,Nilah,Swain,Kai'Sa,Maokai
Lillia,Nilah,Swain,Kai'Sa,Nautilus
Lillia,Nilah,Swain,Kai'Sa,Rell
Lillia,Nilah,Swain,Kai'Sa,Tahm Kench
Lillia,Nilah,Swain,Kog'Maw,Alistar
Lillia,Nilah,Swain,Kog'Maw,Amumu
Lillia,Nilah,Swain,Kog'Maw,Blitzcrank
Lillia,Nilah,Swain,Kog'Maw,Braum
Lillia,Nilah,Swain,Kog'Maw,Leona
Lillia,Nilah,Swain,Kog'Maw,Maokai
Lillia,Nilah,Swain,Kog'Maw,Nautilus
Lillia,Nilah,Swain,Kog'Maw,Rell
Lillia,Nilah,Swain,Kog'Maw,Tahm Kench
Lillia,Nilah,Swain,Miss Fortune,Alistar
Lillia,Nilah,Swain,Miss Fortune,Amumu
Lillia,Nilah,Swain,Miss Fortune,Blitzcrank
Lillia,Nilah,Swain,Miss Fortune,Braum
Lillia,Nilah,Swain,Miss Fortune,Leona
Lillia,Nilah,Swain,Miss Fortune,Maokai
Lillia,Nilah,Swain,Miss Fortune,Nautilus
Lillia,Nilah,Swain,Miss Fortune,Rell
Lillia,Nilah,Swain,Miss Fortune,Tahm Kench
Lillia,Nilah,Swain,Smolder,Alistar
Lillia,Nilah,Swain,Smolder,Amumu
Lillia,Nilah,Swain,Smolder,Blitzcrank
Lillia,Nilah,Swain,Smolder,Braum
Lillia,Nilah,Swain,Smolder,Leona
Lillia,Nilah,Swain,Smolder,Maokai
Lillia,Nilah,Swain,Smolder,Nautilus
Lillia,Nilah,Swain,Smolder,Rell
Lillia,Nilah,Swain,Smolder,Tahm Kench
Lillia,Nilah,Swain,Teemo,Alistar
Lillia,Nilah,Swain,Teemo,Amumu
Lillia,Nilah,Swain,Teemo,Blitzcrank
Lillia,Nilah,Swain,Teemo,Braum
Lillia,Nilah,Swain,Teemo,Leona
Lillia,Nilah,Swain,Teemo,Maokai
Lillia,Nilah,Swain,Teemo,Nautilus
Lillia,Nilah,Swain,Teemo,Rell
Lillia,Nilah,Swain,Teemo,Tahm Kench
Lillia,Nilah,Swain,Varus,Alistar
Lillia,Nilah,Swain,Varus,Amumu
Lillia,Nilah,Swain,Varus,Blitzcrank
Lillia,Nilah,Swain,Varus,Braum
Lillia,Nilah,Swain,Varus,Leona
Lillia,Nilah,Swain,Varus,Maokai
Lillia,Nilah,Swain,Varus,Nautilus
Lillia,Nilah,Swain,Varus,Rell
Lillia,Nilah,Swain,Varus,Tahm Kench
Lillia,Nilah,Taliyah,Corki,Alistar
Lillia,Nilah,Taliyah,Corki,Amumu
Lillia,Nilah,Taliyah,Corki,Blitzcrank
Lillia,Nilah,Taliyah,Corki,Braum
Lillia,Nilah,Taliyah,Corki,Leona
Lillia,Nilah,Taliyah,Corki,Maokai
Lillia,Nilah,Taliyah,Corki,Nautilus
Lillia,Nilah,Taliyah,Corki,Rell
Lillia,Nilah,Taliyah,Corki,Tahm Kench
Lillia,Nilah,Taliyah,Ezreal,Alistar
Lillia,Nilah,Taliyah,Ezreal,Amumu
Lillia,Nilah,Taliyah,Ezreal,Blitzcrank
Lillia,Nilah,Taliyah,Ezreal,Braum
Lillia,Nilah,Taliyah,Ezreal,Leona
Lillia,Nilah,Taliyah,Ezreal,Maokai
Lillia,Nilah,Taliyah,Ezreal,Nautilus
Lillia,Nilah,Taliyah,Ezreal,Rell
Lillia,Nilah,Taliyah,Ezreal,Tahm Kench
Lillia,Nilah,Taliyah,Jhin,Alistar
Lillia,Nilah,Taliyah,Jhin,Amumu
Lillia,Nilah,Taliyah,Jhin,Blitzcrank
Lillia,Nilah,Taliyah,Jhin,Braum
Lillia,Nilah,Taliyah,Jhin,Leona
Lillia,Nilah,Taliyah,Jhin,Maokai
Lillia,Nilah,Taliyah,Jhin,Nautilus
Lillia,Nilah,Taliyah,Jhin,Rell
Lillia,Nilah,Taliyah,Jhin,Tahm Kench
Lillia,Nilah,Taliyah,Kai'Sa,Alistar
Lillia,Nilah,Taliyah,Kai'Sa,Amumu
Lillia,Nilah,Taliyah,Kai'Sa,Blitzcrank
Lillia,Nilah,Taliyah,Kai'Sa,Braum
Lillia,Nilah,Taliyah,Kai'Sa,Leona
Lillia,Nilah,Taliyah,Kai'Sa,Maokai
Lillia,Nilah,Taliyah,Kai'Sa,Nautilus
Lillia,Nilah,Taliyah,Kai'Sa,Rell
Lillia,Nilah,Taliyah,Kai'Sa,Tahm Kench
Lillia,Nilah,Taliyah,Kog'Maw,Alistar
Lillia,Nilah,Taliyah,Kog'Maw,Amumu
Lillia,Nilah,Taliyah,Kog'Maw,Blitzcrank
Lillia,Nilah,Taliyah,Kog'Maw,Braum
Lillia,Nilah,Taliyah,Kog'Maw,Leona
Lillia,Nilah,Taliyah,Kog'Maw,Maokai
Lillia,Nilah,Taliyah,Kog'Maw,Nautilus
Lillia,Nilah,Taliyah,Kog'Maw,Rell
Lillia,Nilah,Taliyah,Kog'Maw,Tahm Kench
Lillia,Nilah,Taliyah,Miss Fortune,Alistar
Lillia,Nilah,Taliyah,Miss Fortune,Amumu
Lillia,Nilah,Taliyah,Miss Fortune,Blitzcrank
Lillia,Nilah,Taliyah,Miss Fortune,Braum
Lillia,Nilah,Taliyah,Miss Fortune,Leona
Lillia,Nilah,Taliyah,Miss Fortune,Maokai
Lillia,Nilah,Taliyah,Miss Fortune,Nautilus
Lillia,Nilah,Taliyah,Miss Fortune,Rell
Lillia,Nilah,Taliyah,Miss Fortune,Tahm Kench
Lillia,Nilah,Taliyah,Smolder,Alistar
Lillia,Nilah,Taliyah,Smolder,Amumu
Lillia,Nilah,Taliyah,Smolder,Blitzcrank
Lillia,Nilah,Taliyah,Smolder,Braum
Lillia,Nilah,Taliyah,Smolder,Leona
Lillia,Nilah,Taliyah,Smolder,Maokai
Lillia,Nilah,Taliyah,Smolder,Nautilus
Lillia,Nilah,Taliyah,Smolder,Rell
Lillia,Nilah,Taliyah,Smolder,Tahm Kench
Lillia,Nilah,Taliyah,Teemo,Alistar
Lillia,Nilah,Taliyah,Teemo,Amumu
Lillia,Nilah,Taliyah,Teemo,Blitzcrank
Lillia,Nilah,Taliyah,Teemo,Braum
Lillia,Nilah,Taliyah,Teemo,Leona
Lillia,Nilah,Taliyah,Teemo,Maokai
Lillia,Nilah,Taliyah,Teemo,Nautilus
Lillia,Nilah,Taliyah,Teemo,Rell
Lillia,Nilah,Taliyah,Teemo,Tahm Kench
Lillia,Nilah,Taliyah,Varus,Alistar
Lillia,Nilah,Taliyah,Varus,Amumu
Lillia,Nilah,Taliyah,Varus,Blitzcrank
Lillia,Nilah,Taliyah,Varus,Braum
Lillia,Nilah,Taliyah,Varus,Leona
Lillia,Nilah,Taliyah,Varus,Maokai
Lillia,Nilah,Taliyah,Varus,Nautilus
Lillia,Nilah,Taliyah,Varus,Rell
Lillia,Nilah,Taliyah,Varus,Tahm Kench
Lillia,Nilah,Vel'Koz,Corki,Alistar
Lillia,Nilah,Vel'Koz,Corki,Amumu
Lillia,Nilah,Vel'Koz,Corki,Blitzcrank
Lillia,Nilah,Vel'Koz,Corki,Braum
Lillia,Nilah,Vel'Koz,Corki,Leona
Lillia,Nilah,Vel'Koz,Corki,Maokai
Lillia,Nilah,Vel'Koz,Corki,Nautilus
Lillia,Nilah,Vel'Koz,Corki,Rell
Lillia,Nilah,Vel'Koz,Corki,Tahm Kench
Lillia,Nilah,Vel'Koz,Ezreal,Alistar
Lillia,Nilah,Vel'Koz,Ezreal,Amumu
Lillia,Nilah,Vel'Koz,Ezreal,Blitzcrank
Lillia,Nilah,Vel'Koz,Ezreal,Braum
Lillia,Nilah,Vel'Koz,Ezreal,Leona
Lillia,Nilah,Vel'Koz,Ezreal,Maokai
Lillia,Nilah,Vel'Koz,Ezreal,Nautilus
Lillia,Nilah,Vel'Koz,Ezreal,Rell
Lillia,Nilah,Vel'Koz,Ezreal,Tahm Kench
Lillia,Nilah,Vel'Koz,Jhin,Alistar
Lillia,Nilah,Vel'Koz,Jhin,Amumu
Lillia,Nilah,Vel'Koz,Jhin,Blitzcrank
Lillia,Nilah,Vel'Koz,Jhin,Braum
Lillia,Nilah,Vel'Koz,Jhin,Leona
Lillia,Nilah,Vel'Koz,Jhin,Maokai
Lillia,Nilah,Vel'Koz,Jhin,Nautilus
Lillia,Nilah,Vel'Koz,Jhin,Rell
Lillia,Nilah,Vel'Koz,Jhin,Tahm Kench
Lillia,Nilah,Vel'Koz,Kai'Sa,Alistar
Lillia,Nilah,Vel'Koz,Kai'Sa,Amumu
Lillia,Nilah,Vel'Koz,Kai'Sa,Blitzcrank
Lillia,Nilah,Vel'Koz,Kai'Sa,Braum
Lillia,Nilah,Vel'Koz,Kai'Sa,Leona
Lillia,Nilah,Vel'Koz,Kai'Sa,Maokai
Lillia,Nilah,Vel'Koz,Kai'Sa,Nautilus
Lillia,Nilah,Vel'Koz,Kai'Sa,Rell
Lillia,Nilah,Vel'Koz,Kai'Sa,Tahm Kench
Lillia,Nilah,Vel'Koz,Kog'Maw,Alistar
Lillia,Nilah,Vel'Koz,Kog'Maw,Amumu
Lillia,Nilah,Vel'Koz,Kog'Maw,Blitzcrank
Lillia,Nilah,Vel'Koz,Kog'Maw,Braum
Lillia,Nilah,Vel'Koz,Kog'Maw,Leona
Lillia,Nilah,Vel'Koz,Kog'Maw,Maokai
Lillia,Nilah,Vel'Koz,Kog'Maw,Nautilus
Lillia,Nilah,Vel'Koz,Kog'Maw,Rell
Lillia,Nilah,Vel'Koz,Kog'Maw,Tahm Kench
Lillia,Nilah,Vel'Koz,Miss Fortune,Alistar
Lillia,Nilah,Vel'Koz,Miss Fortune,Amumu
Lillia,Nilah,Vel'Koz,Miss Fortune,Blitzcrank
Lillia,Nilah,Vel'Koz,Miss Fortune,Braum
Lillia,Nilah,Vel'Koz,Miss Fortune,Leona
Lillia,Nilah,Vel'Koz,Miss Fortune,Maokai
Lillia,Nilah,Vel'Koz,Miss Fortune,Nautilus
Lillia,Nilah,Vel'Koz,Miss Fortune,Rell
Lillia,Nilah,Vel'Koz,Miss Fortune,Tahm Kench
Lillia,Nilah,Vel'Koz,Smolder,Alistar
Lillia,Nilah,Vel'Koz,Smolder,Amumu
Lillia,Nilah,Vel'Koz,Smolder,Blitzcrank
Lillia,Nilah,Vel'Koz,Smolder,Braum
Lillia,Nilah,Vel'Koz,Smolder,Leona
Lillia,Nilah,Vel'Koz,Smolder,Maokai
Lillia,Nilah,Vel'Koz,Smolder,Nautilus
Lillia,Nilah,Vel'Koz,Smolder,Rell
Lillia,Nilah,Vel'Koz,Smolder,Tahm Kench
Lillia,Nilah,Vel'Koz,Teemo,Alistar
Lillia,Nilah,Vel'Koz,Teemo,Amumu
Lillia,Nilah,Vel'Koz,Teemo,Blitzcrank
Lillia,Nilah,Vel'Koz,Teemo,Braum
Lillia,Nilah,Vel'Koz,Teemo,Leona
Lillia,Nilah,Vel'Koz,Teemo,Maokai
Lillia,Nilah,Vel'Koz,Teemo,Nautilus
Lillia,Nilah,Vel'Koz,Teemo,Rell
Lillia,Nilah,Vel'Koz,Teemo,Tahm Kench
Lillia,Nilah,Vel'Koz,Varus,Alistar
Lillia,Nilah,Vel'Koz,Varus,Amumu
Lillia,Nilah,Vel'Koz,Varus,Blitzcrank
Lillia,Nilah,Vel'Koz,Varus,Braum
Lillia,Nilah,Vel'Koz,Varus,Leona
Lillia,Nilah,Vel'Koz,Varus,Maokai
Lillia,Nilah,Vel'Koz,Varus,Nautilus
Lillia,Nilah,Vel'Koz,Varus,Rell
Lillia,Nilah,Vel'Koz,Varus,Tahm Kench
Lillia,Nilah,Xerath,Corki,Alistar
Lillia,Nilah,Xerath,Corki,Amumu
Lillia,Nilah,Xerath,Corki,Blitzcrank
Lillia,Nilah,Xerath,Corki,Braum
Lillia,Nilah,Xerath,Corki,Leona
Lillia,Nilah,Xerath,Corki,Maokai
Lillia,Nilah,Xerath,Corki,Nautilus
Lillia,Nilah,Xerath,Corki,Rell
Lillia,Nilah,Xerath,Corki,Tahm Kench
Lillia,Nilah,Xerath,Ezreal,Alistar
Lillia,Nilah,Xerath,Ezreal,Amumu
Lillia,Nilah,Xerath,Ezreal,Blitzcrank
Lillia,Nilah,Xerath,Ezreal,Braum
Lillia,Nilah,Xerath,Ezreal,Leona
Lillia,Nilah,Xerath,Ezreal,Maokai
Lillia,Nilah,Xerath,Ezreal,Nautilus
Lillia,Nilah,Xerath,Ezreal,Rell
Lillia,Nilah,Xerath,Ezreal,Tahm Kench
Lillia,Nilah,Xerath,Jhin,Alistar
Lillia,Nilah,Xerath,Jhin,Amumu
Lillia,Nilah,Xerath,Jhin,Blitzcrank
Lillia,Nilah,Xerath,Jhin,Braum
Lillia,Nilah,Xerath,Jhin,Leona
Lillia,Nilah,Xerath,Jhin,Maokai
Lillia,Nilah,Xerath,Jhin,Nautilus
Lillia,Nilah,Xerath,Jhin,Rell
Lillia,Nilah,Xerath,Jhin,Tahm Kench
Lillia,Nilah,Xerath,Kai'Sa,Alistar
Lillia,Nilah,Xerath,Kai'Sa,Amumu
Lillia,Nilah,Xerath,Kai'Sa,Blitzcrank
Lillia,Nilah,Xerath,Kai'Sa,Braum
Lillia,Nilah,Xerath,Kai'Sa,Leona
Lillia,Nilah,Xerath,Kai'Sa,Maokai
Lillia,Nilah,Xerath,Kai'Sa,Nautilus
Lillia,Nilah,Xerath,Kai'Sa,Rell
Lillia,Nilah,Xerath,Kai'Sa,Tahm Kench
Lillia,Nilah,Xerath,Kog'Maw,Alistar
Lillia,Nilah,Xerath,Kog'Maw,Amumu
Lillia,Nilah,Xerath,Kog'Maw,Blitzcrank
Lillia,Nilah,Xerath,Kog'Maw,Braum
Lillia,Nilah,Xerath,Kog'Maw,Leona
Lillia,Nilah,Xerath,Kog'Maw,Maokai
Lillia,Nilah,Xerath,Kog'Maw,Nautilus
Lillia,Nilah,Xerath,Kog'Maw,Rell
Lillia,Nilah,Xerath,Kog'Maw,Tahm Kench
Lillia,Nilah,Xerath,Miss Fortune,Alistar
Lillia,Nilah,Xerath,Miss Fortune,Amumu
Lillia,Nilah,Xerath,Miss Fortune,Blitzcrank
Lillia,Nilah,Xerath,Miss Fortune,Braum
Lillia,Nilah,Xerath,Miss Fortune,Leona
Lillia,Nilah,Xerath,Miss Fortune,Maokai
Lillia,Nilah,Xerath,Miss Fortune,Nautilus
Lillia,Nilah,Xerath,Miss Fortune,Rell
Lillia,Nilah,Xerath,Miss Fortune,Tahm Kench
Lillia,Nilah,Xerath,Smolder,Alistar
Lillia,Nilah,Xerath,Smolder,Amumu
Lillia,Nilah,Xerath,Smolder,Blitzcrank
Lillia,Nilah,Xerath,Smolder,Braum
Lillia,Nilah,Xerath,Smolder,Leona
Lillia,Nilah,Xerath,Smolder,Maokai
Lillia,Nilah,Xerath,Smolder,Nautilus
Lillia,Nilah,Xerath,Smolder,Rell
Lillia,Nilah,Xerath,Smolder,Tahm Kench
Lillia,Nilah,Xerath,Teemo,Alistar
Lillia,Nilah,Xerath,Teemo,Amumu
Lillia,Nilah,Xerath,Teemo,Blitzcrank
Lillia,Nilah,Xerath,Teemo,Braum
Lillia,Nilah,Xerath,Teemo,Leona
Lillia,Nilah,Xerath,Teemo,Maokai
Lillia,Nilah,Xerath,Teemo,Nautilus
Lillia,Nilah,Xerath,Teemo,Rell
Lillia,Nilah,Xerath,Teemo,Tahm Kench
Lillia,Nilah,Xerath,Varus,Alistar
Lillia,Nilah,Xerath,Varus,Amumu
Lillia,Nilah,Xerath,Varus,Blitzcrank
Lillia,Nilah,Xerath,Varus,Braum
Lillia,Nilah,Xerath,Varus,Leona
Lillia,Nilah,Xerath,Varus,Maokai
Lillia,Nilah,Xerath,Varus,Nautilus
Lillia,Nilah,Xerath,Varus,Rell
Lillia,Nilah,Xerath,Varus,Tahm Kench
Lillia,Nilah,Zyra,Corki,Alistar
Lillia,Nilah,Zyra,Corki,Amumu
Lillia,Nilah,Zyra,Corki,Blitzcrank
Lillia,Nilah,Zyra,Corki,Braum
Lillia,Nilah,Zyra,Corki,Leona
Lillia,Nilah,Zyra,Corki,Maokai
Lillia,Nilah,Zyra,Corki,Nautilus
Lillia,Nilah,Zyra,Corki,Rell
Lillia,Nilah,Zyra,Corki,Tahm Kench
Lillia,Nilah,Zyra,Ezreal,Alistar
Lillia,Nilah,Zyra,Ezreal,Amumu
Lillia,Nilah,Zyra,Ezreal,Blitzcrank
Lillia,Nilah,Zyra,Ezreal,Braum
Lillia,Nilah,Zyra,Ezreal,Leona
Lillia,Nilah,Zyra,Ezreal,Maokai
Lillia,Nilah,Zyra,Ezreal,Nautilus
Lillia,Nilah,Zyra,Ezreal,Rell
Lillia,Nilah,Zyra,Ezreal,Tahm Kench
Lillia,Nilah,Zyra,Jhin,Alistar
Lillia,Nilah,Zyra,Jhin,Amumu
Lillia,Nilah,Zyra,Jhin,Blitzcrank
Lillia,Nilah,Zyra,Jhin,Braum
Lillia,Nilah,Zyra,Jhin,Leona
Lillia,Nilah,Zyra,Jhin,Maokai
Lillia,Nilah,Zyra,Jhin,Nautilus
Lillia,Nilah,Zyra,Jhin,Rell
Lillia,Nilah,Zyra,Jhin,Tahm Kench
Lillia,Nilah,Zyra,Kai'Sa,Alistar
Lillia,Nilah,Zyra,Kai'Sa,Amumu
Lillia,Nilah,Zyra,Kai'Sa,Blitzcrank
Lillia,Nilah,Zyra,Kai'Sa,Braum
Lillia,Nilah,Zyra,Kai'Sa,Leona
Lillia,Nilah,Zyra,Kai'Sa,Maokai
Lillia,Nilah,Zyra,Kai'Sa,Nautilus
Lillia,Nilah,Zyra,Kai'Sa,Rell
Lillia,Nilah,Zyra,Kai'Sa,Tahm Kench
Lillia,Nilah,Zyra,Kog'Maw,Alistar
Lillia,Nilah,Zyra,Kog'Maw,Amumu
Lillia,Nilah,Zyra,Kog'Maw,Blitzcrank
Lillia,Nilah,Zyra,Kog'Maw,Braum
Lillia,Nilah,Zyra,Kog'Maw,Leona
Lillia,Nilah,Zyra,Kog'Maw,Maokai
Lillia,Nilah,Zyra,Kog'Maw,Nautilus
Lillia,Nilah,Zyra,Kog'Maw,Rell
Lillia,Nilah,Zyra,Kog'Maw,Tahm Kench
Lillia,Nilah,Zyra,Miss Fortune,Alistar
Lillia,Nilah,Zyra,Miss Fortune,Amumu
Lillia,Nilah,Zyra,Miss Fortune,Blitzcrank
Lillia,Nilah,Zyra,Miss Fortune,Braum
Lillia,Nilah,Zyra,Miss Fortune,Leona
Lillia,Nilah,Zyra,Miss Fortune,Maokai
Lillia,Nilah,Zyra,Miss Fortune,Nautilus
Lillia,Nilah,Zyra,Miss Fortune,Rell
Lillia,Nilah,Zyra,Miss Fortune,Tahm Kench
Lillia,Nilah,Zyra,Smolder,Alistar
Lillia,Nilah,Zyra,Smolder,Amumu
Lillia,Nilah,Zyra,Smolder,Blitzcrank
Lillia,Nilah,Zyra,Smolder,Braum
Lillia,Nilah,Zyra,Smolder,Leona
Lillia,Nilah,Zyra,Smolder,Maokai
Lillia,Nilah,Zyra,Smolder,Nautilus
Lillia,Nilah,Zyra,Smolder,Rell
Lillia,Nilah,Zyra,Smolder,Tahm Kench
Lillia,Nilah,Zyra,Teemo,Alistar
Lillia,Nilah,Zyra,Teemo,Amumu
Lillia,Nilah,Zyra,Teemo,Blitzcrank
Lillia,Nilah,Zyra,Teemo,Braum
Lillia,Nilah,Zyra,Teemo,Leona
Lillia,Nilah,Zyra,Teemo,Maokai
Lillia,Nilah,Zyra,Teemo,Nautilus
Lillia,Nilah,Zyra,Teemo,Rell
Lillia,Nilah,Zyra,Teemo,Tahm Kench
Lillia,Nilah,Zyra,Varus,Alistar
Lillia,Nilah,Zyra,Varus,Amumu
Lillia,Nilah,Zyra,Varus,Blitzcrank
Lillia,Nilah,Zyra,Varus,Braum
Lillia,Nilah,Zyra,Varus,Leona
Lillia,Nilah,Zyra,Varus,Maokai
Lillia,Nilah,Zyra,Varus,Nautilus
Lillia,Nilah,Zyra,Varus,Rell
Lillia,Nilah,Zyra,Varus,Tahm Kench
Lillia,Nocturne,Annie,Corki,Alistar
Lillia,Nocturne,Annie,Corki,Amumu
Lillia,Nocturne,Annie,Corki,Blitzcrank
Lillia,Nocturne,Annie,Corki,Braum
Lillia,Nocturne,Annie,Corki,Leona
Lillia,Nocturne,Annie,Corki,Maokai
Lillia,Nocturne,Annie,Corki,Nautilus
Lillia,Nocturne,Annie,Corki,Rell
Lillia,Nocturne,Annie,Corki,Tahm Kench
Lillia,Nocturne,Annie,Ezreal,Alistar
Lillia,Nocturne,Annie,Ezreal,Amumu
Lillia,Nocturne,Annie,Ezreal,Blitzcrank
Lillia,Nocturne,Annie,Ezreal,Braum
Lillia,Nocturne,Annie,Ezreal,Leona
Lillia,Nocturne,Annie,Ezreal,Maokai
Lillia,Nocturne,Annie,Ezreal,Nautilus
Lillia,Nocturne,Annie,Ezreal,Rell
Lillia,Nocturne,Annie,Ezreal,Tahm Kench
Lillia,Nocturne,Annie,Jhin,Alistar
Lillia,Nocturne,Annie,Jhin,Amumu
Lillia,Nocturne,Annie,Jhin,Blitzcrank
Lillia,Nocturne,Annie,Jhin,Braum
Lillia,Nocturne,Annie,Jhin,Leona
Lillia,Nocturne,Annie,Jhin,Maokai
Lillia,Nocturne,Annie,Jhin,Nautilus
Lillia,Nocturne,Annie,Jhin,Rell
Lillia,Nocturne,Annie,Jhin,Tahm Kench
Lillia,Nocturne,Annie,Kai'Sa,Alistar
Lillia,Nocturne,Annie,Kai'Sa,Amumu
Lillia,Nocturne,Annie,Kai'Sa,Blitzcrank
Lillia,Nocturne,Annie,Kai'Sa,Braum
Lillia,Nocturne,Annie,Kai'Sa,Leona
Lillia,Nocturne,Annie,Kai'Sa,Maokai
Lillia,Nocturne,Annie,Kai'Sa,Nautilus
Lillia,Nocturne,Annie,Kai'Sa,Rell
Lillia,Nocturne,Annie,Kai'Sa,Tahm Kench
Lillia,Nocturne,Annie,Kog'Maw,Alistar
Lillia,Nocturne,Annie,Kog'Maw,Amumu
Lillia,Nocturne,Annie,Kog'Maw,Blitzcrank
Lillia,Nocturne,Annie,Kog'Maw,Braum
